"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","{""description"": ""Message event"", ""input"": [Object], ""module"": ""source"", ""name"": ""slack"", ""output"": [Object], ""version"": ""v0""} -> Message event  (sourceTransformV2Flag: false) (index: 4)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/slack/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","slack source","",""
"","16","{""description"": ""Track Call -> Order Partially Fulfilled event"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""version"": ""v1""} -> Track Call -> Order Partially Fulfilled event  (sourceTransformV2Flag: false) (index: 16)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","shopify source","",""
"","21","{""description"": ""Invalid topic"", ""input"": [Object], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""version"": ""v1""} -> Invalid topic  (sourceTransformV2Flag: false) (index: 4)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","shopify source","",""
"","15","successful transformation at processor","Destination controller tests","Thu Jan 30 12:02:55 GMT 2025","passed","Thu Jan 30 12:02:55 GMT 2025","","Destination processor transform tests","",""
"","10","{""description"": ""Unsupported checkout event"", ""input"": [Object], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""version"": ""v1""} -> Unsupported checkout event  (sourceTransformV2Flag: false) (index: 12)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","shopify source","",""
"","1","should fail trying to convert input from v2 to v1 format when the request version is v2 and the implementation version is v1","adaptInputToVersion","Thu Jan 30 12:02:50 GMT 2025","passed","Thu Jan 30 12:02:50 GMT 2025","","","",""
"","13","(pinterest) partial success scenario for multiplex with 2 events and expect 3 output events with 3rd one failing","Destination api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","Processor transform tests","",""
"","9","{""description"": ""test-5"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-5  (sourceTransformV2Flag: true) (index: 11)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","signl4 source","",""
"","12","(webhook) send events for 2 destinations router transform","Destination api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","Router transform tests","",""
"","14","failing source transform","Source controller tests","Thu Jan 30 12:02:55 GMT 2025","passed","Thu Jan 30 12:02:55 GMT 2025","","V0 Source transform tests","",""
"","1","should convert input from v0 to v1 when the request version is v0 and the implementation version is v1","adaptInputToVersion","Thu Jan 30 12:02:50 GMT 2025","passed","Thu Jan 30 12:02:50 GMT 2025","","","",""
"","2","should return an empty array when the input is an empty array","adaptInputToVersion","Thu Jan 30 12:02:50 GMT 2025","passed","Thu Jan 30 12:02:50 GMT 2025","","","",""
"","299","{""description"": ""Track Call -> carts_create "", ""input"": [Object], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""version"": ""v1""} -> Track Call -> carts_create   (sourceTransformV2Flag: false) (index: 0)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","shopify source","",""
"","15","{""description"": ""Unsupported checkout event"", ""input"": [Object], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""version"": ""v1""} -> Unsupported checkout event  (sourceTransformV2Flag: true) (index: 13)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","shopify source","",""
"","14","(pinterest_tag) partial failure scenario","CDK V2 api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","","",""
"","6","features supportTransformerProxyV1 to be boolean","features tests","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","","",""
"","7","{""description"": ""test-2"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-2  (sourceTransformV2Flag: true) (index: 5)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","signl4 source","",""
"","8","{""description"": ""Webhook url verificatin event"", ""input"": [Object], ""module"": ""source"", ""name"": ""slack"", ""output"": [Object], ""version"": ""v0""} -> Webhook url verificatin event  (sourceTransformV2Flag: true) (index: 1)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/slack/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","slack source","",""
"","8","{""description"": ""Team joined event"", ""input"": [Object], ""module"": ""source"", ""name"": ""slack"", ""output"": [Object], ""version"": ""v0""} -> Team joined event  (sourceTransformV2Flag: false) (index: 2)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/slack/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","slack source","",""
"","14","(am) failure batch transform","Destination api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","Batch transform tests","",""
"","13","compare cdk v2 and native","Comparsion service tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","","",""
"","7","features routerTransform should be object","features tests","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","","",""
"","1","when a mix of VDM enabled & non-VDM destinations are available, the timestamp will be applied to only non-VDM destination","controller utility tests -- handleTimestampInEvents for retl connections","Thu Jan 30 12:02:50 GMT 2025","passed","Thu Jan 30 12:02:50 GMT 2025","","","",""
"","10","{""description"": ""test-6"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-6  (sourceTransformV2Flag: true) (index: 13)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","signl4 source","",""
"","14","(webhook) success snceario for batch of input of 2 events and expect 3 output events","Destination api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","Processor transform tests","",""
"","6","{""description"": ""test-1"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-1  (sourceTransformV2Flag: true) (index: 3)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","signl4 source","",""
"","10","{""description"": ""test-4"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-4  (sourceTransformV2Flag: true) (index: 9)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","signl4 source","",""
"","11","successful source transform","Source controller tests","Thu Jan 30 12:02:55 GMT 2025","passed","Thu Jan 30 12:02:55 GMT 2025","","V0 Source transform tests","",""
"","1","should convert input from v1 to v0 format when the request version is v1 and the implementation version is v0","adaptInputToVersion","Thu Jan 30 12:02:50 GMT 2025","passed","Thu Jan 30 12:02:50 GMT 2025","","","",""
"","16","(webhook) successful source transform for source present in v1 and server providing v0 endpoint","Source api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","","",""
"","9","{""description"": ""Unsupported Event Type"", ""input"": [Object], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""version"": ""v1""} -> Unsupported Event Type  (sourceTransformV2Flag: true) (index: 9)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","shopify source","",""
"","108","{""description"": ""Webhook url verificatin event"", ""input"": [Object], ""module"": ""source"", ""name"": ""slack"", ""output"": [Object], ""version"": ""v0""} -> Webhook url verificatin event  (sourceTransformV2Flag: false) (index: 0)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/slack/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","slack source","",""
"","10","{""description"": ""test-7"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-7  (sourceTransformV2Flag: true) (index: 15)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","signl4 source","",""
"","13","(webhook) successful router transform","Destination api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","Router transform tests","",""
"","8","(mock destination) v0 proxy","Api tests with a mock source/destination","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","","",""
"","10","{""description"": ""test-7"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-7  (sourceTransformV2Flag: false) (index: 14)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","signl4 source","",""
"","9","features supportSourceTransformV1 to be boolean","features tests","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","","",""
"","7","(mock source) v0 source transformation","Api tests with a mock source/destination","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","","",""
"","21","(webhook) success scenario with single event","Destination api tests","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","Processor transform tests","",""
"","19","{""description"": ""Topic Not found"", ""input"": [Object], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""skipGo"": ""not possible"", ""version"": ""v1""} -> Topic Not found  (sourceTransformV2Flag: true) (index: 7)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","shopify source","",""
"","8","successful batching at router","Destination controller tests","Thu Jan 30 12:02:55 GMT 2025","passed","Thu Jan 30 12:02:55 GMT 2025","","Batch transform tests","",""
"","9","(mock destination) v1 proxy","Api tests with a mock source/destination","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","","",""
"","1","should fail trying to convert input from v2 to v0 format when the request version is v2 and the implementation version is v0","adaptInputToVersion","Thu Jan 30 12:02:50 GMT 2025","passed","Thu Jan 30 12:02:50 GMT 2025","","","",""
"","9","{""description"": ""test-3"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-3  (sourceTransformV2Flag: true) (index: 7)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","signl4 source","",""
"","8","features regulations should be array","features tests","Thu Jan 30 12:02:53 GMT 2025","passed","Thu Jan 30 12:02:53 GMT 2025","","","",""
"","19","{""description"": ""test-8"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-8  (sourceTransformV2Flag: false) (index: 16)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:18 GMT 2025","passed","Thu Jan 30 12:04:18 GMT 2025","","signl4 source","",""
"","10","compare native and cdk v2","Comparsion service tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","","",""
"","7","{""description"": ""Message event"", ""input"": [Object], ""module"": ""source"", ""name"": ""slack"", ""output"": [Object], ""version"": ""v0""} -> Message event  (sourceTransformV2Flag: true) (index: 5)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/slack/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","slack source","",""
"","24","(pinterest) failure scneario for multiplex but event fails at validation","Destination api tests","Thu Jan 30 12:02:54 GMT 2025","passed","Thu Jan 30 12:02:54 GMT 2025","","Processor transform tests","",""
"","14","transformation at processor failure","Destination controller tests","Thu Jan 30 12:02:55 GMT 2025","passed","Thu Jan 30 12:02:55 GMT 2025","","Destination processor transform tests","",""
"","7","{""description"": ""Team joined event"", ""input"": [Object], ""module"": ""source"", ""name"": ""slack"", ""output"": [Object], ""version"": ""v0""} -> Team joined event  (sourceTransformV2Flag: true) (index: 3)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/slack/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","slack source","",""
"","20","{""description"": ""test-0"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""signl4"", ""output"": [Object], ""version"": ""v0""} -> test-0  (sourceTransformV2Flag: false) (index: 0)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/signl4/data.ts Tests","Thu Jan 30 12:04:17 GMT 2025","passed","Thu Jan 30 12:04:17 GMT 2025","","signl4 source","",""
